Distancia 0 mm ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,V_Rojo,V_Verde,V_Azul,,,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,Numero Bits,Error total,,Numero Bits,Error total,,
5:06:03 p. m.,1,0.13,1.91,,5:04:29 p. m.,1.01,0.14,2.01,,5:02:40 p. m.,0.88,0.11,1.92,,5:00:52 p. m.,0.89,0.11,1.87,,4:58:12 p. m.,0.92,0.12,1.99,,0.94,0.122,1.94,,,,5:13:57 p. m.,0,0,,5:12:33 p. m.,0,0,,5:11:11 p. m.,0,0,,5:09:48 p. m.,0,0,,5:08:05 p. m.,0,0,,0,0,,0,0,,
5:06:05 p. m.,1.04,0.14,2.43,,5:04:31 p. m.,1.04,0.14,2.49,,5:02:42 p. m.,0.92,0.11,2.4,,5:00:53 p. m.,0.92,0.11,2.42,,4:58:13 p. m.,0.96,0.12,2.52,,0.976,0.124,2.452,,,,5:13:58 p. m.,0,0,,5:12:35 p. m.,16,33.33,,5:11:12 p. m.,0,0,,5:09:49 p. m.,20,41.67,,5:08:06 p. m.,0,0,,7.2,15,,7,15,,
5:06:07 p. m.,1.08,0.15,2.8,,5:04:33 p. m.,1.08,0.15,2.8,,5:02:44 p. m.,0.95,0.12,2.78,,5:00:55 p. m.,0.95,0.12,2.78,,4:58:15 p. m.,0.99,0.13,2.79,,1.01,0.134,2.79,,,,5:14:00 p. m.,0,0,,5:12:36 p. m.,0,0,,5:11:13 p. m.,3,6.25,,5:09:51 p. m.,0,0,,5:08:07 p. m.,0,0,,0.6,1.25,,1,1.25,,
5:06:08 p. m.,1.11,0.15,2.3,,5:04:35 p. m.,1.12,0.15,2.47,,5:02:46 p. m.,0.98,0.12,2.3,,5:00:57 p. m.,0.99,0.12,2.4,,4:58:17 p. m.,1.02,0.13,2.44,,1.044,0.134,2.382,,,,5:14:01 p. m.,0,0,,5:12:38 p. m.,0,0,,5:11:15 p. m.,0,0,,5:09:52 p. m.,0,0,,5:08:09 p. m.,0,0,,0,0,,0,0,,
5:06:10 p. m.,1.15,0.16,1.8,,5:04:36 p. m.,1.15,0.16,1.81,,5:02:47 p. m.,1.02,0.13,1.77,,5:00:59 p. m.,1.02,0.12,1.8,,4:58:19 p. m.,1.06,0.14,1.75,,1.08,0.142,1.786,,,,5:14:06 p. m.,0,0,,5:12:39 p. m.,1,2.08,,5:11:16 p. m.,0,0,,5:09:53 p. m.,0,0,,5:08:10 p. m.,0,0,,0.2,0.416,,0,0.42,,
5:06:12 p. m.,1.19,0.16,2.13,,5:04:38 p. m.,1.19,0.16,2.09,,5:02:49 p. m.,1.05,0.13,2.07,,5:01:00 p. m.,1.05,0.13,2.12,,4:58:21 p. m.,1.09,0.14,2.09,,1.114,0.144,2.1,,,,5:14:06 p. m.,0,0,,5:12:41 p. m.,0,0,,5:11:18 p. m.,0,0,,5:09:55 p. m.,0,0,,5:08:12 p. m.,0,0,,0,0,,0,0,,
5:06:14 p. m.,1.23,0.17,2.7,,5:04:40 p. m.,1.23,0.17,2.79,,5:02:51 p. m.,1.08,0.13,2.74,,5:01:02 p. m.,1.08,0.13,2.8,,4:58:22 p. m.,1.12,0.15,2.83,,1.148,0.15,2.772,,,,5:14:06 p. m.,0,0,,5:12:42 p. m.,0,0,,5:11:19 p. m.,26,54.17,,5:09:56 p. m.,26,54.17,,5:08:13 p. m.,27,56.25,,15.8,32.918,,16,32.92,,
5:06:15 p. m.,1.26,0.17,2.85,,5:04:44 p. m.,1.27,0.17,2.79,,5:02:53 p. m.,1.11,0.14,2.76,,5:01:04 p. m.,1.12,0.14,2.78,,4:58:24 p. m.,1.16,0.15,2.8,,1.184,0.154,2.796,,,,5:14:07 p. m.,0,0,,5:12:44 p. m.,0,0,,5:11:26 p. m.,26,54.17,,5:09:58 p. m.,26,54.17,,5:08:15 p. m.,25,52.08,,15.4,32.084,,15,32.08,,
5:06:17 p. m.,1.3,0.18,2.21,,5:04:44 p. m.,1.3,0.18,2.16,,5:02:54 p. m.,1.15,0.14,2.2,,5:01:06 p. m.,1.15,0.14,2.16,,4:58:26 p. m.,1.19,0.16,2.15,,1.218,0.16,2.176,,,,5:14:09 p. m.,16,33.33,,5:12:45 p. m.,11,22.92,,5:11:26 p. m.,0,0,,5:09:59 p. m.,0,0,,5:08:16 p. m.,12,25,,7.8,16.25,,8,16.25,,
5:06:19 p. m.,1.33,0.18,1.82,,5:04:45 p. m.,1.34,0.18,1.84,,5:02:56 p. m.,1.18,0.15,1.77,,5:01:08 p. m.,1.18,0.15,1.83,,4:58:28 p. m.,1.22,0.16,1.77,,1.25,0.164,1.806,,,,5:14:13 p. m.,0,0,,5:12:47 p. m.,0,0,,5:11:26 p. m.,0,0,,5:10:01 p. m.,0,0,,5:08:18 p. m.,1,2.08,,0.2,0.416,,0,0.42,,
5:06:21 p. m.,1.37,0.19,2.35,,5:04:47 p. m.,1.38,0.19,2.21,,5:02:58 p. m.,1.21,0.15,2.35,,5:01:09 p. m.,1.21,0.15,2.19,,4:58:29 p. m.,1.25,0.16,2.26,,1.284,0.168,2.272,,,,5:14:13 p. m.,0,0,,5:12:48 p. m.,0,0,,5:11:26 p. m.,0,0,,5:10:02 p. m.,0,0,,5:08:19 p. m.,0,0,,0,0,,0,0,,
5:06:22 p. m.,1.41,0.19,2.75,,5:04:49 p. m.,1.41,0.19,2.81,,5:03:00 p. m.,1.24,0.16,2.81,,5:01:11 p. m.,1.25,0.15,2.9,,4:58:31 p. m.,1.29,0.17,2.72,,1.32,0.172,2.798,,,,5:14:13 p. m.,0,0,,5:12:49 p. m.,0,0,,5:11:27 p. m.,0,0,,5:10:04 p. m.,0,0,,5:08:21 p. m.,0,0,,0,0,,0,0,,
5:06:24 p. m.,1.45,0.2,2.65,,5:04:51 p. m.,1.45,0.2,2.58,,5:03:01 p. m.,1.28,0.16,2.58,,5:01:13 p. m.,1.28,0.16,2.58,,4:58:33 p. m.,1.32,0.17,2.64,,1.356,0.178,2.606,,,,5:14:15 p. m.,24,50,,5:12:51 p. m.,25,52.08,,5:11:28 p. m.,0,0,,5:10:05 p. m.,0,0,,5:08:22 p. m.,0,0,,9.8,20.416,,10,20.42,,
5:06:26 p. m.,1.48,0.21,2.01,,5:04:52 p. m.,1.49,0.21,1.97,,5:03:03 p. m.,1.31,0.17,1.89,,5:01:15 p. m.,1.31,0.16,1.87,,4:58:35 p. m.,1.35,0.18,2.03,,1.388,0.186,1.954,,,,5:14:16 p. m.,0,0,,5:12:52 p. m.,26,54.17,,5:11:29 p. m.,0,0,,5:10:07 p. m.,0,0,,5:08:24 p. m.,25,52.08,,10.2,21.25,,10,21.25,,
5:06:28 p. m.,1.52,0.21,1.91,,5:04:54 p. m.,1.52,0.21,1.9,,5:03:05 p. m.,1.34,0.17,1.85,,5:01:16 p. m.,1.34,0.17,1.85,,4:58:36 p. m.,1.38,0.18,1.8,,1.42,0.188,1.862,,,,5:14:17 p. m.,0,0,,5:12:54 p. m.,0,0,,5:11:31 p. m.,26,54.17,,5:10:08 p. m.,26,54.17,,5:08:25 p. m.,26,54.17,,15.6,32.502,,16,32.5,,
5:06:30 p. m.,1.56,0.21,1.82,,5:04:56 p. m.,1.56,0.21,1.81,,5:03:07 p. m.,1.37,0.17,1.82,,5:01:18 p. m.,1.37,0.17,1.8,,4:58:38 p. m.,1.42,0.19,1.78,,1.456,0.19,1.806,,,,5:14:19 p. m.,0,0,,5:12:55 p. m.,0,0,,5:11:32 p. m.,0,0,,5:10:09 p. m.,0,0,,5:08:26 p. m.,0,0,,0,0,,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.745142857,0.094571429,2.283190476,,,,,,,,,,,,,,,,,,,,,,,,,,,199,9.831904762,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.871031746,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distancia 30 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,V_Rojo,V_Verde,V_Azul,,,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,Numero Bits,Error total,,Numero Bits,Error total,,
5:29:03 p. m.,0,0,2.66,,5:27:23 p. m.,0,0,2.64,,5:25:50 p. m.,0,0,2.65,,5:24:14 p. m.,0,0,2.66,,5:22:27 p. m.,0.02,0,2.66,,0.004,0,2.654,,,,5:20:42 p. m.,4,8.33,,5:19:27 p. m.,2,4.17,,5:18:06 p. m.,3,6.25,,5:16:41 p. m.,2,4.17,,5:15:17 p. m.,2,4.17,,2.6,5.418,,3,5.42,,
5:29:04 p. m.,0.02,0,2.12,,5:27:25 p. m.,0.02,0,2.11,,5:25:51 p. m.,0.02,0,2.12,,5:24:15 p. m.,0.02,0,2.14,,5:22:29 p. m.,0.04,0,2.12,,0.024,0,2.122,,,,5:20:43 p. m.,0,0,,5:19:28 p. m.,0,0,,5:18:07 p. m.,1,2.08,,5:16:42 p. m.,1,2.08,,5:15:19 p. m.,1,2.08,,0.6,1.248,,1,1.25,,
5:29:06 p. m.,0.04,0,1.8,,5:27:27 p. m.,0.04,0,1.79,,5:25:53 p. m.,0.04,0,1.79,,5:24:17 p. m.,0.04,0,1.77,,5:22:33 p. m.,0.07,0.01,1.78,,0.046,0.002,1.786,,,,5:20:44 p. m.,0,0,,5:19:30 p. m.,0,0,,5:18:09 p. m.,0,0,,5:16:44 p. m.,0,0,,5:15:20 p. m.,0,0,,0,0,,0,0,,
5:29:08 p. m.,0.06,0,2.19,,5:27:29 p. m.,0.06,0,2.23,,5:25:55 p. m.,0.06,0,2.23,,5:24:19 p. m.,0.06,0,2.17,,5:22:33 p. m.,0.09,0.01,2.17,,0.066,0.002,2.198,,,,5:20:46 p. m.,0,0,,5:19:31 p. m.,0,0,,5:18:10 p. m.,0,0,,5:16:45 p. m.,0,0,,5:15:22 p. m.,0,0,,0,0,,0,0,,
5:29:10 p. m.,0.08,0.01,2.69,,5:27:30 p. m.,0.08,0.01,2.74,,5:25:57 p. m.,0.08,0.01,2.73,,5:24:21 p. m.,0.09,0.01,2.72,,5:22:34 p. m.,0.12,0.01,2.75,,0.09,0.01,2.726,,,,5:20:47 p. m.,25,52.08,,5:19:36 p. m.,25,52.08,,5:18:12 p. m.,25,52.08,,5:16:47 p. m.,25,52.08,,5:15:23 p. m.,26,54.17,,25.2,52.498,,25,52.5,,
5:29:11 p. m.,0.1,0.01,2.55,,5:27:32 p. m.,0.1,0.01,2.67,,5:25:59 p. m.,0.1,0.01,2.68,,5:24:22 p. m.,0.11,0.01,2.56,,5:22:41 p. m.,0.14,0.02,2.56,,0.11,0.012,2.604,,,,5:20:49 p. m.,23,47.92,,5:19:36 p. m.,22,45.83,,5:18:13 p. m.,23,47.92,,5:16:48 p. m.,23,47.92,,5:15:25 p. m.,22,45.83,,22.6,47.084,,23,47.08,,
5:29:13 p. m.,0.12,0.01,1.86,,5:27:34 p. m.,0.13,0.01,1.99,,5:26:00 p. m.,0.12,0.01,2,,5:24:24 p. m.,0.13,0.01,1.9,,5:22:41 p. m.,0.16,0.02,1.95,,0.132,0.012,1.94,,,,5:20:50 p. m.,0,0,,5:19:36 p. m.,0,0,,5:18:15 p. m.,0,0,,5:16:50 p. m.,0,0,,5:15:26 p. m.,0,0,,0,0,,0,0,,
5:29:15 p. m.,0.15,0.02,1.81,,5:27:36 p. m.,0.15,0.02,1.79,,5:26:02 p. m.,0.14,0.01,1.81,,5:24:26 p. m.,0.15,0.02,1.86,,5:22:41 p. m.,0.18,0.02,1.85,,0.154,0.018,1.824,,,,5:20:52 p. m.,0,0,,5:19:37 p. m.,0,0,,5:18:16 p. m.,0,0,,5:16:51 p. m.,0,0,,5:15:28 p. m.,2,4.17,,0.4,0.834,,0,0.83,,
5:29:17 p. m.,0.17,0.02,2.43,,5:27:37 p. m.,0.17,0.02,2.31,,5:26:04 p. m.,0.16,0.02,2.28,,5:24:28 p. m.,0.17,0.02,2.28,,5:22:41 p. m.,0.2,0.03,2.27,,0.174,0.022,2.314,,,,5:20:53 p. m.,0,0,,5:19:39 p. m.,0,0,,5:18:18 p. m.,0,0,,5:16:52 p. m.,0,0,,5:15:29 p. m.,2,4.17,,0.4,0.834,,0,0.83,,
5:29:18 p. m.,0.19,0.02,2.75,,5:27:39 p. m.,0.19,0.02,2.66,,5:26:06 p. m.,0.18,0.02,2.71,,5:24:30 p. m.,0.19,0.02,2.67,,5:22:43 p. m.,0.23,0.03,2.65,,0.196,0.022,2.688,,,,5:20:55 p. m.,26,54.17,,5:19:40 p. m.,27,56.25,,5:18:19 p. m.,0,0,,5:16:54 p. m.,27,56.25,,5:15:31 p. m.,2,4.17,,16.4,34.168,,16,34.17,,
5:29:20 p. m.,0.21,0.03,2.38,,5:27:41 p. m.,0.21,0.03,2.42,,5:26:07 p. m.,0.2,0.03,2.39,,5:24:31 p. m.,0.21,0.03,2.39,,5:22:45 p. m.,0.25,0.04,2.38,,0.216,0.032,2.392,,,,5:20:56 p. m.,25,52.08,,5:19:46 p. m.,25,52.08,,5:18:20 p. m.,24,50,,5:16:55 p. m.,26,54.17,,5:15:32 p. m.,24,50,,24.8,51.666,,25,51.67,,
5:29:22 p. m.,0.23,0.03,1.81,,5:27:43 p. m.,0.23,0.03,1.77,,5:26:09 p. m.,0.22,0.03,1.77,,5:24:33 p. m.,0.23,0.03,1.76,,5:22:46 p. m.,0.27,0.04,1.79,,0.236,0.032,1.78,,,,5:20:58 p. m.,26,54.17,,5:19:46 p. m.,25,52.08,,5:18:22 p. m.,26,54.17,,5:16:57 p. m.,26,54.17,,5:15:34 p. m.,26,54.17,,25.8,53.752,,26,53.75,,
5:29:24 p. m.,0.25,0.03,1.9,,5:27:44 p. m.,0.25,0.03,2.02,,5:26:11 p. m.,0.24,0.03,1.97,,5:24:35 p. m.,0.25,0.03,2.01,,5:22:48 p. m.,0.29,0.04,1.93,,0.256,0.032,1.966,,,,5:20:59 p. m.,1,2.08,,5:19:46 p. m.,0,0,,5:18:23 p. m.,0,0,,5:16:58 p. m.,1,2.08,,5:15:35 p. m.,0,0,,0.4,0.832,,0,0.83,,
5:29:26 p. m.,0.27,0.04,2.55,,5:27:46 p. m.,0.27,0.04,2.59,,5:26:13 p. m.,0.26,0.04,2.59,,5:24:37 p. m.,0.27,0.04,2.57,,5:22:50 p. m.,0.31,0.05,2.59,,0.276,0.042,2.578,,,,5:21:01 p. m.,0,0,,5:19:46 p. m.,0,0,,5:18:25 p. m.,0,0,,5:17:00 p. m.,0,0,,5:15:36 p. m.,0,0,,0,0,,0,0,,
5:29:27 p. m.,0.29,0.04,2.8,,5:27:48 p. m.,0.29,0.04,2.7,,5:26:14 p. m.,0.28,0.04,2.8,,5:24:38 p. m.,0.29,0.04,2.69,,5:22:52 p. m.,0.33,0.05,2.78,,0.296,0.042,2.754,,,,5:21:02 p. m.,0,0,,5:19:47 p. m.,0,0,,5:18:26 p. m.,0,0,,5:17:01 p. m.,0,0,,5:15:38 p. m.,0,0,,0,0,,0,0,,
5:29:29 p. m.,0.31,0.04,2.29,,5:27:50 p. m.,0.31,0.04,2.22,,5:26:16 p. m.,0.3,0.04,2.32,,5:24:40 p. m.,0.31,0.04,2.21,,5:22:53 p. m.,0.35,0.05,2.28,,0.316,0.042,2.264,,,,5:21:03 p. m.,0,0,,5:19:49 p. m.,1,2.08,,5:18:28 p. m.,0,0,,5:17:03 p. m.,1,2.08,,5:15:39 p. m.,0,0,,0.4,0.832,,0,0.83,,
5:29:31 p. m.,0.33,0.05,1.79,,5:27:52 p. m.,0.33,0.05,1.79,,5:26:18 p. m.,0.32,0.05,1.79,,5:24:42 p. m.,0.33,0.05,1.79,,5:22:55 p. m.,0.37,0.06,1.78,,0.336,0.052,1.788,,,,5:21:05 p. m.,26,54.17,,5:19:50 p. m.,27,56.25,,5:18:29 p. m.,28,58.33,,5:17:04 p. m.,25,52.08,,5:15:41 p. m.,25,52.08,,26.2,54.582,,26,54.58,,
5:29:33 p. m.,0.35,0.05,2.16,,5:27:53 p. m.,0.35,0.05,2.14,,5:26:20 p. m.,0.34,0.05,2.13,,5:24:44 p. m.,0.35,0.05,2.14,,5:22:57 p. m.,0.39,0.06,2.17,,0.356,0.052,2.148,,,,5:21:06 p. m.,25,52.08,,5:19:52 p. m.,26,54.17,,5:18:31 p. m.,26,54.17,,5:17:06 p. m.,26,54.17,,5:15:42 p. m.,27,56.25,,26,54.168,,26,54.17,,
5:29:34 p. m.,0.37,0.05,2.67,,5:27:55 p. m.,0.37,0.05,2.82,,5:26:22 p. m.,0.36,0.05,2.81,,5:24:45 p. m.,0.37,0.05,2.7,,5:22:59 p. m.,0.41,0.06,2.68,,0.376,0.052,2.736,,,,5:21:08 p. m.,1,2.08,,5:19:53 p. m.,1,2.08,,5:18:32 p. m.,1,2.08,,5:17:07 p. m.,0,0,,5:15:44 p. m.,1,2.08,,0.8,1.664,,1,1.66,,
5:29:36 p. m.,0.39,0.06,2.58,,5:27:57 p. m.,0.39,0.06,2.53,,5:26:23 p. m.,0.38,0.06,2.53,,5:24:47 p. m.,0.39,0.06,2.58,,5:23:01 p. m.,0.43,0.07,2.6,,0.396,0.062,2.564,,,,5:21:09 p. m.,0,0,,5:19:55 p. m.,0,0,,5:18:34 p. m.,0,0,,5:17:09 p. m.,0,0,,5:15:45 p. m.,0,0,,0,0,,0,0,,
5:29:38 p. m.,0.41,0.06,2.05,,5:27:59 p. m.,0.41,0.06,1.98,,5:26:25 p. m.,0.4,0.06,1.97,,5:24:49 p. m.,0.41,0.06,2.01,,5:23:02 p. m.,0.46,0.07,2.08,,0.418,0.062,2.018,,,,5:21:11 p. m.,0,0,,5:19:56 p. m.,0,0,,5:18:35 p. m.,0,0,,5:17:10 p. m.,0,0,,5:15:47 p. m.,0,0,,0,0,,0,0,,
5:29:40 p. m.,0.42,0.06,1.78,,5:28:00 p. m.,0.43,0.06,1.81,,5:26:27 p. m.,0.42,0.06,1.81,,5:24:51 p. m.,0.43,0.06,1.79,,5:23:04 p. m.,0.47,0.07,1.77,,0.434,0.062,1.792,,,,5:21:12 p. m.,3,6.25,,5:19:58 p. m.,7,14.58,,5:18:37 p. m.,5,10.42,,5:17:11 p. m.,2,4.17,,5:15:48 p. m.,4,8.33,,4.2,8.75,,4,8.75,,
5:29:41 p. m.,0.44,0.07,2.41,,5:28:02 p. m.,0.45,0.07,2.23,,5:26:29 p. m.,0.44,0.07,2.34,,5:24:53 p. m.,0.45,0.07,2.44,,5:23:06 p. m.,0.49,0.08,2.36,,0.454,0.072,2.356,,,,5:21:14 p. m.,27,56.25,,5:19:59 p. m.,1,2.08,,5:18:38 p. m.,1,2.08,,5:17:13 p. m.,0,0,,5:15:50 p. m.,2,4.17,,6.2,12.916,,6,12.92,,
5:29:43 p. m.,0.47,0.07,2.86,,5:28:04 p. m.,0.47,0.07,2.71,,5:26:30 p. m.,0.46,0.07,2.76,,5:24:54 p. m.,0.47,0.07,2.83,,5:23:08 p. m.,0.52,0.08,2.86,,0.478,0.072,2.804,,,,5:21:15 p. m.,1,2.08,,5:20:01 p. m.,0,0,,5:18:39 p. m.,1,2.08,,5:17:14 p. m.,0,0,,5:15:51 p. m.,1,2.08,,0.6,1.248,,1,1.25,,
5:29:45 p. m.,0.48,0.08,2.45,,5:28:06 p. m.,0.48,0.07,2.45,,5:26:32 p. m.,0.48,0.07,2.43,,5:24:56 p. m.,0.49,0.07,2.43,,5:23:09 p. m.,0.54,0.09,2.45,,0.494,0.076,2.442,,,,5:21:17 p. m.,0,0,,5:20:02 p. m.,0,0,,5:18:41 p. m.,0,0,,5:17:16 p. m.,0,0,,5:15:52 p. m.,0,0,,0,0,,0,0,,
5:29:47 p. m.,0.5,0.08,1.8,,5:28:07 p. m.,0.5,0.08,1.84,,5:26:34 p. m.,0.5,0.08,1.9,,5:24:58 p. m.,0.51,0.08,1.78,,5:23:11 p. m.,0.55,0.09,1.82,,0.512,0.082,1.828,,,,5:21:18 p. m.,0,0,,5:20:03 p. m.,0,0,,5:18:42 p. m.,0,0,,5:17:17 p. m.,0,0,,5:15:54 p. m.,0,0,,0,0,,0,0,,
5:29:49 p. m.,0.52,0.08,1.88,,5:28:09 p. m.,0.52,0.08,2,,5:26:36 p. m.,0.52,0.08,1.95,,5:25:00 p. m.,0.53,0.08,1.9,,5:23:13 p. m.,0.57,0.09,1.9,,0.532,0.082,1.926,,,,5:21:19 p. m.,0,0,,5:20:05 p. m.,0,0,,5:18:44 p. m.,0,0,,5:17:19 p. m.,0,0,,5:15:55 p. m.,0,0,,0,0,,0,0,,
5:29:50 p. m.,0.54,0.08,2.58,,5:28:11 p. m.,0.54,0.08,2.5,,5:26:37 p. m.,0.54,0.08,2.38,,5:25:01 p. m.,0.55,0.08,2.57,,5:23:15 p. m.,0.6,0.09,2.56,,0.554,0.082,2.518,,,,5:21:21 p. m.,14,29.17,,5:20:06 p. m.,21,43.75,,5:18:45 p. m.,18,37.5,,5:17:20 p. m.,18,37.5,,5:15:57 p. m.,16,33.33,,17.4,36.25,,17,36.25,,
5:29:52 p. m.,0.56,0.09,2.77,,5:28:13 p. m.,0.56,0.09,2.81,,5:26:39 p. m.,0.56,0.09,2.72,,5:25:03 p. m.,0.56,0.09,2.84,,5:23:16 p. m.,0.62,0.1,2.86,,0.572,0.092,2.8,,,,5:21:22 p. m.,3,6.25,,5:20:08 p. m.,4,8.33,,5:18:47 p. m.,4,8.33,,5:17:22 p. m.,3,6.25,,5:15:58 p. m.,4,8.33,,3.6,7.498,,4,7.5,,
5:29:54 p. m.,0.58,0.09,2.34,,5:28:15 p. m.,0.58,0.09,2.42,,5:26:41 p. m.,0.58,0.09,2.43,,5:25:05 p. m.,0.58,0.09,2.42,,5:23:18 p. m.,0.64,0.1,2.43,,0.592,0.092,2.408,,,,5:21:24 p. m.,0,0,,5:20:09 p. m.,0,0,,5:18:48 p. m.,0,0,,5:17:23 p. m.,0,0,,5:16:00 p. m.,0,0,,0,0,,0,0,,
5:29:56 p. m.,0.6,0.09,1.83,,5:28:16 p. m.,0.6,0.09,1.8,,5:26:43 p. m.,0.6,0.09,1.8,,5:25:07 p. m.,0.6,0.09,1.79,,5:23:20 p. m.,0.65,0.11,1.75,,0.61,0.094,1.794,,,,5:21:25 p. m.,0,0,,5:20:11 p. m.,0,0,,5:18:50 p. m.,0,0,,5:17:25 p. m.,0,0,,5:16:01 p. m.,0,0,,0,0,,0,0,,
5:29:57 p. m.,0.62,0.1,2.1,,5:28:18 p. m.,0.62,0.1,2.08,,5:26:45 p. m.,0.62,0.1,2.13,,5:25:08 p. m.,0.62,0.09,2.08,,5:23:22 p. m.,0.67,0.11,2.06,,0.63,0.1,2.09,,,,5:21:27 p. m.,0,0,,5:20:12 p. m.,0,0,,5:18:51 p. m.,0,0,,5:17:26 p. m.,0,0,,5:16:03 p. m.,0,0,,0,0,,0,0,,
5:29:59 p. m.,0.64,0.1,2.67,,5:28:20 p. m.,0.64,0.1,2.69,,5:26:46 p. m.,0.64,0.1,2.71,,5:25:10 p. m.,0.64,0.1,2.64,,5:23:24 p. m.,0.69,0.11,2.83,,0.65,0.102,2.708,,,,5:21:28 p. m.,26,54.17,,5:20:14 p. m.,27,56.25,,5:18:53 p. m.,26,54.17,,5:17:27 p. m.,26,54.17,,5:16:04 p. m.,27,56.25,,26.4,55.002,,26,55,,
5:30:01 p. m.,0.66,0.11,2.74,,5:28:22 p. m.,0.66,0.1,2.72,,5:26:48 p. m.,0.66,0.1,2.77,,5:25:12 p. m.,0.66,0.1,2.78,,5:23:25 p. m.,0.71,0.12,2.73,,0.67,0.106,2.748,,,,5:21:30 p. m.,24,50,,5:20:15 p. m.,26,54.17,,5:18:54 p. m.,26,54.17,,5:17:29 p. m.,26,54.17,,5:16:06 p. m.,26,54.17,,25.6,53.336,,26,53.34,,
5:30:03 p. m.,0.68,0.11,2.2,,5:28:23 p. m.,0.68,0.11,2.17,,5:26:50 p. m.,0.68,0.11,2.2,,5:25:14 p. m.,0.68,0.1,2.21,,5:23:27 p. m.,0.73,0.12,2.14,,0.69,0.11,2.184,,,,5:21:31 p. m.,10,20.83,,5:20:17 p. m.,16,33.33,,5:18:55 p. m.,13,27.08,,5:17:30 p. m.,12,25,,5:16:07 p. m.,12,25,,12.6,26.248,,13,26.25,,
5:30:04 p. m.,0.7,0.11,1.79,,5:28:25 p. m.,0.7,0.11,1.79,,5:26:52 p. m.,0.7,0.11,1.85,,5:25:16 p. m.,0.7,0.11,1.78,,5:23:29 p. m.,0.75,0.12,1.77,,0.71,0.112,1.796,,,,5:21:33 p. m.,1,2.08,,5:20:18 p. m.,1,2.08,,5:18:57 p. m.,1,2.08,,5:17:32 p. m.,1,2.08,,5:16:09 p. m.,1,2.08,,1,2.08,,1,2.08,,
5:30:06 p. m.,0.72,0.11,2.19,,5:28:27 p. m.,0.72,0.11,2.19,,5:26:53 p. m.,0.72,0.11,2.31,,5:25:17 p. m.,0.72,0.11,2.21,,5:23:31 p. m.,0.77,0.13,2.19,,0.73,0.114,2.218,,,,5:21:34 p. m.,0,0,,5:20:19 p. m.,0,0,,5:18:58 p. m.,0,0,,5:17:33 p. m.,0,0,,5:16:10 p. m.,0,0,,0,0,,0,0,,
